NAME	original_cell_subset	CellType	Patient_ID	filename	dataset	nUMIs	Sample_ID	Gender	Age	barcodes	Count
TYPE	group	group	group	group	group	numeric	group	group	group	group	numeric
AZ_A12	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	2707	AZ	NA	NA	AZ_A12	1
AZ_A2	Acinar	Acinar	0	pancreas	Pancreas_Healthy_Sandberg_2016	6237	AZ	NA	NA	AZ_A2	1
AZ_A3	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	34338	AZ	NA	NA	AZ_A3	1
AZ_A4	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	398066	AZ	NA	NA	AZ_A4	1
AZ_A5	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	227594	AZ	NA	NA	AZ_A5	1
AZ_A6	Acinar	Acinar	0	pancreas	Pancreas_Healthy_Sandberg_2016	585924	AZ	NA	NA	AZ_A6	1
AZ_A7	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	992574	AZ	NA	NA	AZ_A7	1
AZ_A8	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	198896	AZ	NA	NA	AZ_A8	1
AZ_A9	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	495834	AZ	NA	NA	AZ_A9	1
AZ_B1	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	901833	AZ	NA	NA	AZ_B1	1
AZ_B10	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1207160	AZ	NA	NA	AZ_B10	1
AZ_B11	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1154926	AZ	NA	NA	AZ_B11	1
AZ_B12	Acinar	Acinar	0	pancreas	Pancreas_Healthy_Sandberg_2016	1164527	AZ	NA	NA	AZ_B12	1
AZ_B2	Acinar	Acinar	0	pancreas	Pancreas_Healthy_Sandberg_2016	111157	AZ	NA	NA	AZ_B2	1
AZ_B3	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	333349	AZ	NA	NA	AZ_B3	1
AZ_B4	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	44360	AZ	NA	NA	AZ_B4	1
AZ_B5	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	287052	AZ	NA	NA	AZ_B5	1
AZ_B9	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	479778	AZ	NA	NA	AZ_B9	1
AZ_C1	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	492524	AZ	NA	NA	AZ_C1	1
AZ_C10	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	602634	AZ	NA	NA	AZ_C10	1
AZ_C11	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	743033	AZ	NA	NA	AZ_C11	1
AZ_C12	Pancreatic Stellate	Stromal (Fibroblast)	0	pancreas	Pancreas_Healthy_Sandberg_2016	896960	AZ	NA	NA	AZ_C12	1
AZ_C2	Ductal	Epithelial (Ductal)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1083233	AZ	NA	NA	AZ_C2	1
AZ_C4	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1361678	AZ	NA	NA	AZ_C4	1
AZ_C7	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1366756	AZ	NA	NA	AZ_C7	1
AZ_C8	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	381192	AZ	NA	NA	AZ_C8	1
AZ_D1	Acinar	Acinar	0	pancreas	Pancreas_Healthy_Sandberg_2016	1422408	AZ	NA	NA	AZ_D1	1
AZ_D10	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1211809	AZ	NA	NA	AZ_D10	1
AZ_D11	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	889396	AZ	NA	NA	AZ_D11	1
AZ_D12	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1152702	AZ	NA	NA	AZ_D12	1
AZ_D2	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	898436	AZ	NA	NA	AZ_D2	1
AZ_D3	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	48333	AZ	NA	NA	AZ_D3	1
AZ_D4	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1018755	AZ	NA	NA	AZ_D4	1
AZ_D5	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	796806	AZ	NA	NA	AZ_D5	1
AZ_D6	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	417784	AZ	NA	NA	AZ_D6	1
AZ_D8	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	976834	AZ	NA	NA	AZ_D8	1
AZ_D9	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1412932	AZ	NA	NA	AZ_D9	1
AZ_E1	Ductal	Epithelial (Ductal)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1177126	AZ	NA	NA	AZ_E1	1
AZ_E11	Delta	Endocrine (Delta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1314048	AZ	NA	NA	AZ_E11	1
AZ_E12	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1042620	AZ	NA	NA	AZ_E12	1
AZ_E2	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1312183	AZ	NA	NA	AZ_E2	1
AZ_E3	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	848814	AZ	NA	NA	AZ_E3	1
AZ_E4	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	459064	AZ	NA	NA	AZ_E4	1
AZ_E5	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1247001	AZ	NA	NA	AZ_E5	1
AZ_E6	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	612320	AZ	NA	NA	AZ_E6	1
AZ_E7	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	684180	AZ	NA	NA	AZ_E7	1
AZ_E8	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	419618	AZ	NA	NA	AZ_E8	1
AZ_E9	Ductal	Epithelial (Ductal)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1215622	AZ	NA	NA	AZ_E9	1
AZ_F1	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	546785	AZ	NA	NA	AZ_F1	1
AZ_F11	Acinar	Acinar	0	pancreas	Pancreas_Healthy_Sandberg_2016	48223	AZ	NA	NA	AZ_F11	1
AZ_F3	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	509799	AZ	NA	NA	AZ_F3	1
AZ_F4	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	2337720	AZ	NA	NA	AZ_F4	1
AZ_F6	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	897838	AZ	NA	NA	AZ_F6	1
AZ_F7	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	553241	AZ	NA	NA	AZ_F7	1
AZ_F8	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	481598	AZ	NA	NA	AZ_F8	1
AZ_F9	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	904815	AZ	NA	NA	AZ_F9	1
AZ_G10	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1050175	AZ	NA	NA	AZ_G10	1
AZ_G11	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	283033	AZ	NA	NA	AZ_G11	1
AZ_G2	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1125913	AZ	NA	NA	AZ_G2	1
AZ_G3	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	471193	AZ	NA	NA	AZ_G3	1
AZ_G4	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	442891	AZ	NA	NA	AZ_G4	1
AZ_G5	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	543275	AZ	NA	NA	AZ_G5	1
AZ_G6	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	882454	AZ	NA	NA	AZ_G6	1
AZ_G9	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	962812	AZ	NA	NA	AZ_G9	1
AZ_H1	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	993988	AZ	NA	NA	AZ_H1	1
AZ_H11	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	341376	AZ	NA	NA	AZ_H11	1
AZ_H2	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1263346	AZ	NA	NA	AZ_H2	1
AZ_H3	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	113998	AZ	NA	NA	AZ_H3	1
AZ_H4	Alpha	Endocrine (Alpha)	0	pancreas	Pancreas_Healthy_Sandberg_2016	10594	AZ	NA	NA	AZ_H4	1
AZ_H5	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	774562	AZ	NA	NA	AZ_H5	1
AZ_H7	Beta	Endocrine (Beta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	1006163	AZ	NA	NA	AZ_H7	1
AZ_H8	Delta	Endocrine (Delta)	0	pancreas	Pancreas_Healthy_Sandberg_2016	41393	AZ	NA	NA	AZ_H8	1
AZ_H9	Gamma	Endocrine (Gamma)	0	pancreas	Pancreas_Healthy_Sandberg_2016	638085	AZ	NA	NA	AZ_H9	1
HP1502401_A10	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	2026183	HP1502401	NA	NA	HP1502401_A10	1
HP1502401_A14	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1352590	HP1502401	NA	NA	HP1502401_A14	1
HP1502401_A15	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	949536	HP1502401	NA	NA	HP1502401_A15	1
HP1502401_A17	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1335493	HP1502401	NA	NA	HP1502401_A17	1
HP1502401_A18	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1366131	HP1502401	NA	NA	HP1502401_A18	1
HP1502401_A19	Acinar	Acinar	1	pancreas	Pancreas_Healthy_Sandberg_2016	916987	HP1502401	NA	NA	HP1502401_A19	1
HP1502401_A2	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	993983	HP1502401	NA	NA	HP1502401_A2	1
HP1502401_A20	Acinar	Acinar	1	pancreas	Pancreas_Healthy_Sandberg_2016	904133	HP1502401	NA	NA	HP1502401_A20	1
HP1502401_A21	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	194823	HP1502401	NA	NA	HP1502401_A21	1
HP1502401_A23	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	813740	HP1502401	NA	NA	HP1502401_A23	1
HP1502401_A24	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	962349	HP1502401	NA	NA	HP1502401_A24	1
HP1502401_A3	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1001300	HP1502401	NA	NA	HP1502401_A3	1
HP1502401_A5	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	391977	HP1502401	NA	NA	HP1502401_A5	1
HP1502401_A7	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	479796	HP1502401	NA	NA	HP1502401_A7	1
HP1502401_A8	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1701175	HP1502401	NA	NA	HP1502401_A8	1
HP1502401_B10	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	367902	HP1502401	NA	NA	HP1502401_B10	1
HP1502401_B11	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	641591	HP1502401	NA	NA	HP1502401_B11	1
HP1502401_B13	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1650889	HP1502401	NA	NA	HP1502401_B13	1
HP1502401_B16	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	832620	HP1502401	NA	NA	HP1502401_B16	1
HP1502401_B17	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	663119	HP1502401	NA	NA	HP1502401_B17	1
HP1502401_B18	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	928853	HP1502401	NA	NA	HP1502401_B18	1
HP1502401_B19	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	569	HP1502401	NA	NA	HP1502401_B19	1
HP1502401_B2	Ductal	Epithelial (Ductal)	1	pancreas	Pancreas_Healthy_Sandberg_2016	711108	HP1502401	NA	NA	HP1502401_B2	1
HP1502401_B21	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	698327	HP1502401	NA	NA	HP1502401_B21	1
HP1502401_B22	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	450886	HP1502401	NA	NA	HP1502401_B22	1
HP1502401_B23	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1267767	HP1502401	NA	NA	HP1502401_B23	1
HP1502401_B3	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1837124	HP1502401	NA	NA	HP1502401_B3	1
HP1502401_B4	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	50555	HP1502401	NA	NA	HP1502401_B4	1
HP1502401_B7	Acinar	Acinar	1	pancreas	Pancreas_Healthy_Sandberg_2016	484791	HP1502401	NA	NA	HP1502401_B7	1
HP1502401_B8	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	318563	HP1502401	NA	NA	HP1502401_B8	1
HP1502401_C1	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	592	HP1502401	NA	NA	HP1502401_C1	1
HP1502401_C10	Ductal	Epithelial (Ductal)	1	pancreas	Pancreas_Healthy_Sandberg_2016	739252	HP1502401	NA	NA	HP1502401_C10	1
HP1502401_C11	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	590828	HP1502401	NA	NA	HP1502401_C11	1
HP1502401_C12	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	916364	HP1502401	NA	NA	HP1502401_C12	1
HP1502401_C14	Endothelial	Stromal (Endothelial)	1	pancreas	Pancreas_Healthy_Sandberg_2016	576377	HP1502401	NA	NA	HP1502401_C14	1
HP1502401_C15	Pancreatic Stellate	Stromal (Fibroblast)	1	pancreas	Pancreas_Healthy_Sandberg_2016	948305	HP1502401	NA	NA	HP1502401_C15	1
HP1502401_C17	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	673276	HP1502401	NA	NA	HP1502401_C17	1
HP1502401_C18	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	631240	HP1502401	NA	NA	HP1502401_C18	1
HP1502401_C19	Acinar	Acinar	1	pancreas	Pancreas_Healthy_Sandberg_2016	651260	HP1502401	NA	NA	HP1502401_C19	1
HP1502401_C20	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	313836	HP1502401	NA	NA	HP1502401_C20	1
HP1502401_C21	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	682436	HP1502401	NA	NA	HP1502401_C21	1
HP1502401_C22	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	749631	HP1502401	NA	NA	HP1502401_C22	1
HP1502401_C24	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1210881	HP1502401	NA	NA	HP1502401_C24	1
HP1502401_C3	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	858784	HP1502401	NA	NA	HP1502401_C3	1
HP1502401_C5	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1358530	HP1502401	NA	NA	HP1502401_C5	1
HP1502401_C7	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1261724	HP1502401	NA	NA	HP1502401_C7	1
HP1502401_C8	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	807260	HP1502401	NA	NA	HP1502401_C8	1
HP1502401_C9	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1290037	HP1502401	NA	NA	HP1502401_C9	1
HP1502401_D11	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	123156	HP1502401	NA	NA	HP1502401_D11	1
HP1502401_D12	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	944738	HP1502401	NA	NA	HP1502401_D12	1
HP1502401_D13	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	843646	HP1502401	NA	NA	HP1502401_D13	1
HP1502401_D14	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1355867	HP1502401	NA	NA	HP1502401_D14	1
HP1502401_D15	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1000876	HP1502401	NA	NA	HP1502401_D15	1
HP1502401_D16	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	197945	HP1502401	NA	NA	HP1502401_D16	1
HP1502401_D17	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1216517	HP1502401	NA	NA	HP1502401_D17	1
HP1502401_D18	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	879173	HP1502401	NA	NA	HP1502401_D18	1
HP1502401_D19	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	780227	HP1502401	NA	NA	HP1502401_D19	1
HP1502401_D2	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1083375	HP1502401	NA	NA	HP1502401_D2	1
HP1502401_D20	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	889382	HP1502401	NA	NA	HP1502401_D20	1
HP1502401_D21	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1228269	HP1502401	NA	NA	HP1502401_D21	1
HP1502401_D23	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1191060	HP1502401	NA	NA	HP1502401_D23	1
HP1502401_D3	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	553994	HP1502401	NA	NA	HP1502401_D3	1
HP1502401_D4	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	782344	HP1502401	NA	NA	HP1502401_D4	1
HP1502401_D5	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	890302	HP1502401	NA	NA	HP1502401_D5	1
HP1502401_D6	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1298872	HP1502401	NA	NA	HP1502401_D6	1
HP1502401_D7	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	768282	HP1502401	NA	NA	HP1502401_D7	1
HP1502401_D8	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	555700	HP1502401	NA	NA	HP1502401_D8	1
HP1502401_D9	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1099403	HP1502401	NA	NA	HP1502401_D9	1
HP1502401_E1	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	433821	HP1502401	NA	NA	HP1502401_E1	1
HP1502401_E10	Ductal	Epithelial (Ductal)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1369288	HP1502401	NA	NA	HP1502401_E10	1
HP1502401_E12	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	726298	HP1502401	NA	NA	HP1502401_E12	1
HP1502401_E14	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	885814	HP1502401	NA	NA	HP1502401_E14	1
HP1502401_E16	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	743316	HP1502401	NA	NA	HP1502401_E16	1
HP1502401_E17	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1120490	HP1502401	NA	NA	HP1502401_E17	1
HP1502401_E19	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	476813	HP1502401	NA	NA	HP1502401_E19	1
HP1502401_E2	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1107978	HP1502401	NA	NA	HP1502401_E2	1
HP1502401_E20	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	153229	HP1502401	NA	NA	HP1502401_E20	1
HP1502401_E22	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1104149	HP1502401	NA	NA	HP1502401_E22	1
HP1502401_E23	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	935035	HP1502401	NA	NA	HP1502401_E23	1
HP1502401_E24	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	652249	HP1502401	NA	NA	HP1502401_E24	1
HP1502401_E3	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	617205	HP1502401	NA	NA	HP1502401_E3	1
HP1502401_E5	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	231325	HP1502401	NA	NA	HP1502401_E5	1
HP1502401_E6	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	24633	HP1502401	NA	NA	HP1502401_E6	1
HP1502401_E7	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	387246	HP1502401	NA	NA	HP1502401_E7	1
HP1502401_E8	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	697342	HP1502401	NA	NA	HP1502401_E8	1
HP1502401_E9	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	636785	HP1502401	NA	NA	HP1502401_E9	1
HP1502401_F1	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1054899	HP1502401	NA	NA	HP1502401_F1	1
HP1502401_F10	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	179911	HP1502401	NA	NA	HP1502401_F10	1
HP1502401_F12	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	738572	HP1502401	NA	NA	HP1502401_F12	1
HP1502401_F13	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	823131	HP1502401	NA	NA	HP1502401_F13	1
HP1502401_F14	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	714519	HP1502401	NA	NA	HP1502401_F14	1
HP1502401_F15	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	157448	HP1502401	NA	NA	HP1502401_F15	1
HP1502401_F16	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	821442	HP1502401	NA	NA	HP1502401_F16	1
HP1502401_F19	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	157703	HP1502401	NA	NA	HP1502401_F19	1
HP1502401_F22	Gamma	Endocrine (Gamma)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1132761	HP1502401	NA	NA	HP1502401_F22	1
HP1502401_F23	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	633436	HP1502401	NA	NA	HP1502401_F23	1
HP1502401_F24	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1436973	HP1502401	NA	NA	HP1502401_F24	1
HP1502401_F3	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	651993	HP1502401	NA	NA	HP1502401_F3	1
HP1502401_F4	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	599552	HP1502401	NA	NA	HP1502401_F4	1
HP1502401_F5	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	725569	HP1502401	NA	NA	HP1502401_F5	1
HP1502401_F7	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	920876	HP1502401	NA	NA	HP1502401_F7	1
HP1502401_F8	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1072512	HP1502401	NA	NA	HP1502401_F8	1
HP1502401_F9	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	530294	HP1502401	NA	NA	HP1502401_F9	1
HP1502401_G1	Acinar	Acinar	1	pancreas	Pancreas_Healthy_Sandberg_2016	788794	HP1502401	NA	NA	HP1502401_G1	1
HP1502401_G10	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	486759	HP1502401	NA	NA	HP1502401_G10	1
HP1502401_G11	Ductal	Epithelial (Ductal)	1	pancreas	Pancreas_Healthy_Sandberg_2016	1066785	HP1502401	NA	NA	HP1502401_G11	1
HP1502401_G12	Beta	Endocrine (Beta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	801290	HP1502401	NA	NA	HP1502401_G12	1
HP1502401_G14	Alpha	Endocrine (Alpha)	1	pancreas	Pancreas_Healthy_Sandberg_2016	982066	HP1502401	NA	NA	HP1502401_G14	1
HP1502401_G15	Delta	Endocrine (Delta)	1	pancreas	Pancreas_Healthy_Sandberg_2016	809168	HP1502401	NA	NA	HP1502401_G15	1
